,Date,news
2395,12-06-2020,"Lockdown hastens rlys’ plan to merge cadres, curb losses"
2396,12-06-2020,"Ex-minister, 65 others booked for lockdown violation in Prayagraj"
2397,12-06-2020,"Ex-minister, 65 others booked for lockdown violation in Prayagraj"
2398,12-06-2020,"Reimpose lockdown in Delhi, states PIL"
2399,12-06-2020,Hooch consumption on rise post lockdown in rural pockets of Haridwar
2400,12-06-2020,Mumbai: Tata hospital operates on 494 cancer patients in lockdown
2401,11-06-2020,Engineer accepts monkhood in first Diksha after lockdown
2402,11-06-2020,Police crack down on lockdown violators
2403,11-06-2020,"Delhi: AIIMS attended to 12,000 patients during lockdown"
2404,11-06-2020,Lockdown speculation sparks panic buying in Jaipur
2405,11-06-2020,Road accidents spike after govt eases lockdown in Tamil Nadu
2406,11-06-2020,Age no bar: Online pleasure is now their lockdown leisure
2407,11-06-2020,More deaths in Rajasthan during Unlock 1.0 than other lockdown phases
2408,11-06-2020,Age no bar: Online pleasure is now their lockdown leisure
2409,11-06-2020,Lockdown blues again after 42 wards sealed
2410,10-06-2020,Chennai K-pop fans dance away to a virtual face-off in the lockdown
2411,10-06-2020,#Unlock Diaries: Bareilly salons adapt to ‘new normal’ guidelines and takes precautions amid corona pandemic
2412,10-06-2020,#Unlock Diaries: Bareilly salons adapt to ‘new normal’ guidelines and takes precautions amid corona pandemic
2413,10-06-2020,SC: Drop FIRs for lockdown breach against migrants
2414,10-06-2020,"In Prayagraj, distressed boatmen fight for survival amid lockdown"
2415,10-06-2020,Traffic violations on rise on Trichy roads as lockdown eases
2416,10-06-2020,Govt: Lockdown caused delay in investigation
2417,10-06-2020,Low turnout at religious sites on reopening after 75-day lockdown
2418,10-06-2020,Cleaning of drains in city delayed due to lockdown
2419,10-06-2020,Road deaths go up with lockdown relaxation in May
2420,10-06-2020,15 thalassaemic major foetus aborted amid lockdown in Gujarat
2421,10-06-2020,HC dismisses plea on Telangana’s lockdown lift move
2422,09-06-2020,"RJD, JD(U) locked in war of words over Covid crisis"
2423,09-06-2020,PIL filed over funds for cows drying up in lockdown
2424,09-06-2020,Religious places get ready to reopen today after two months of lockdown
2425,09-06-2020,"Hyderabad: Some eateries open, but it’s an extended lockdown for many"
2426,09-06-2020,Chennai registers 75% fewer deaths during lockdown
2427,09-06-2020,Gang war in Vijayawada: 11 more people held
2428,09-06-2020,Keri locals impose 4-day lockdown
2429,09-06-2020,Keri locals impose 4-day lockdown
2430,09-06-2020,Goa: Keri goes silent as locals impose 14-day lockdown
2431,09-06-2020,Rumours of another round of lockdown trigger panic buying
2432,09-06-2020,Pandemic impact: Political parties gear up for virtual rallies
2433,09-06-2020,MMF sector at war over new rules
2434,08-06-2020,"Cong ex-legislator opens his resort to MLAs, booked for lockdown violations"
2435,08-06-2020,Pallette of the pandemic
2436,08-06-2020,Kolkata: Churches’ first on-site mass since lockdown
2437,08-06-2020,DK KSRTC loses Rs 86 cr during lockdown
2438,08-06-2020,Out of office: Lockdown checks corruption cases in public departments
2439,08-06-2020,"Goa: With lack of visitors, wildlife in Mollem forest area flourishes during lockdown"
2440,08-06-2020,MP Diya Kumari flays Sawai Madhopur MLA Danish Abrar for flouting lockdown norms
2441,08-06-2020,Lockdown effect? Big cats move out of buffer zones
2442,08-06-2020,Police felicitate 28 samaritans for their service during lockdown
2443,08-06-2020,"Don’t conduct SSC exams amid pandemic and promote all students, urge parents and experts"
2444,08-06-2020,"Lockdown set to hit H1 financials, hopeful of recovery later: TajGVK"
2445,08-06-2020,Pandemic gives platform to civic poll aspirants for campaigning
2446,08-06-2020,Iskon ensured MDM to over 30k kids during lockdown
2447,08-06-2020,Vasco sees mixed reactions to call for self-imposed lockdown
2448,08-06-2020,Bicholim civic body plans to lockdown town
2449,08-06-2020,Mauvin pushes for Vasco lockdown
2450,08-06-2020,"Cong wants lockdown of port town, more testing"
2451,08-06-2020,Mumbai: Repair shops gear up for big rush to fix gadgets gone kaput in lockdown
2452,06-06-2020,The pandemic has made art accessible to the world
2453,06-06-2020,Demand for charter flights rises for a safe landing amid pandemic
2454,06-06-2020,"Life in lockdown ends in death, despair"
2455,06-06-2020,The lockdown has been the best phase of my life: Rahul Sharma
2456,06-06-2020,Lockdown proves to be a blessing in disguise for MP’s environment
2457,06-06-2020,"In Himachal Pradesh, lockdown keeps out 3,000 tonnes of ‘tourist trash’"
2458,06-06-2020,Pune: Girish Bapat roots for use of military hospitals to deal with pandemic
2459,06-06-2020,Matrimony sites cash in as parents in lockdown pursue match for children
2460,06-06-2020,Pune: Shops open to a lukewarm response in Lockdown 5.0
2461,06-06-2020,CM: Vasco will not be under lockdown
2462,06-06-2020,"Unlock 1.0: Lockdown cases nosedive, prohibition cases soar"
2463,06-06-2020,Kerala: Fever cases reduce by half during lockdown in Ernakulam
2464,05-06-2020,"No, the lockdown did not help nature reclaim itself: Experts"
2465,05-06-2020,"Lockdown ‘flattened’ GDP curve, the wrong one, says Rajiv Bajaj"
2466,05-06-2020,Employers and employees must go for settlement on lockdown period wages: Centre
2467,05-06-2020,Iffco Tokio hires 400 in lockdown
2468,05-06-2020,"1,300 criminals arrested by cops during lockdown"
2469,05-06-2020,Total lockdown in Dehradun on every weekend for sanitisation drive: CM
2470,05-06-2020,"Air was cleanest in Gomtinagar, Indiranagar during lockdown"
2471,05-06-2020,72% citizens paid more for groceries during lockdown
2472,05-06-2020,Lockdown effect: Nomadic tribes in Rajasthan struggle for survival
2473,05-06-2020,Five-min video capsules on lockdown make waves in Konkani world
2474,05-06-2020,30% private buses hit road but many suffer engine snags after two months of lockdown in Kolkata
2475,05-06-2020,Decision on Vasco lockdown after test results today: Goa CM
2476,04-06-2020,The lockdown has given me the opportunity to do things that had been on my to-do list for a long time: Govind Namdeo
2477,04-06-2020,Companies get 6-month grace on defaults after lockdown
2478,04-06-2020,KVT suffered over Rs 5L loss per day due to lockdown
2479,04-06-2020,"Chefs, workers hit as lockdown cripples functions"
2480,04-06-2020,Lockdown violation arrests cross 25k
2481,04-06-2020,Agra gurdwara feeds over a million during lockdown
2482,04-06-2020,"Vizianagaram cops booked over 78,000 cases during lockdown"
2483,04-06-2020,Agra gurdwara feeds over a million during lockdown
2484,04-06-2020,Details of those who have returned during lockdown being prepared; most have left their jobs: CM Trivendra Rawat
2485,04-06-2020,Wildlife poaching more than doubles amid Covid lockdown
2486,04-06-2020,Ahmedabad: Borderline diabetic doctor frees self from medicines in lockdown
2487,04-06-2020,Citizens of rural Nashik lost over Rs 21L to online fraud during lockdown
2488,04-06-2020,"How villagers in hills made use of lockdown to repair and build roads, construct pits for water harvesting"
2489,03-06-2020,Boman Irani: My learning from this pandemic is to never take our freedom for granted
2490,03-06-2020,Erica Fernandes: It’s important to take care of your mental health amid lockdown
2491,03-06-2020,Spike in MGNREGS numbers reveals impact of lockdown
2492,03-06-2020,"D-St ignores rating action, sensex gains"
2493,03-06-2020,Trichy shops ignore lockdown norms post relaxations
2494,03-06-2020,"Walking, my best bet to stick to pandemic protocol"
2495,03-06-2020,Andhra Pradesh: Kurnool sees 17 farmer suicides in lockdown
2496,03-06-2020,Nirbhaya teams got 26 distress calls during lockdown
2497,03-06-2020,Govt replies sought to PIL over lockdown
2498,03-06-2020,Different lockdown conditions in NIBM Road area
2499,03-06-2020,Temples across Tamil Nadu lose Rs 75 crore due to lockdown
2500,03-06-2020,Pandemic casts shadow on Purandar airport project
2501,03-06-2020,14 externed criminals found in city during lockdown
2502,03-06-2020,Lockdown due to Covid-19 has changed life at individual level: Survey
2503,03-06-2020,750 road deaths in 2 months of lockdown
2504,03-06-2020,Lockdown cripples artisan hub still reeling from Fani
2505,03-06-2020,Hyundai ships 5k car since lockdown ease
2506,02-06-2020,Corona pandemic is changing the way people travel in cabs
2507,02-06-2020,SS Rajamouli’s RRR is speculated to be the first film to go on floors post the lockdown
2508,02-06-2020,"Lockdown hits Rs 20,000 crore legal practice industry"
2509,02-06-2020,"Sensex rallies 9% in 4 days as RIL, financial stocks lead"
2510,02-06-2020,PIL seeks info on elephant welfare during Covid-induced lockdown
2511,02-06-2020,PropShare Capital raises Rs 80cr for commercial realty amid lockdown
2512,02-06-2020,"Delhi: Tug of war over sealing borders, reserving beds"
2513,02-06-2020,"288 lockdown violators plead guilty, fined by magistrate"
2514,02-06-2020,Load takes the burden off porters hit by lockdown in Delhi
2515,02-06-2020,Record free foodgrains given in UP in lockdown
2516,02-06-2020,IT sector continues with self-imposed lockdown
2517,02-06-2020,Bengaluru needs more BMTC buses post lockdown
2518,02-06-2020,Lockdown impact: Grape exports from Nashik district go down by 25% in 2019-20
2519,02-06-2020,Dropout rate likely to increase post lockdown
2520,02-06-2020,Pandemic takes the shine off wedding shopping
2521,02-06-2020,Partial lifting of lockdown cuts Tamil Nadu unemployment rate to 33% in May
2522,01-06-2020,"Delhi, Chandigarh among strictest lockdown enforcers: Study"
2523,01-06-2020,"As Lockdown 4.0 ends, markets to remain open till 7 pm, e-rickshaws allowed to ply from today"
2524,01-06-2020,"PM Narendra Modi lauds courage, resilience shown by Amphan-hit states amid pandemic"
2525,01-06-2020,"Haryana, Himachal Pradesh hit hard in Lockdown 4.0"
2526,01-06-2020,"Madurai: Live telecast, N95 masks, sanitisers, wedding planners usher in new trends during lockdown"
2527,01-06-2020,"Haryana, Himachal Pradesh hit hard in Lockdown 4.0"
2528,01-06-2020,Pandemic one more reason to quit tobacco use: Doctors
2529,01-06-2020,"Kolkata: First on-site mass after lockdown on June 7, at St Patrick’s Church"
2530,01-06-2020,Lockdown drags car sales down by a whopping 87%
2531,01-06-2020,Lockdown in Uttar Pradesh: Misuse of benefits to attract 2-year prison term
2532,01-06-2020,"One dies, 214 test positive on last day of Lockdown 4.0"
2533,01-06-2020,Lockdown hits admissions in vernacular schools
2534,01-06-2020,"Madhya Pradesh CM extends lockdown till June 30, but unlocks services"
2535,01-06-2020,"Lockdown 5.0 opens up Tamil Nadu: Buses can ply, firms to work with 100% strength"
2536,01-06-2020,"Lockdown 5.0 opens up Tamil Nadu: Buses can ply, firms to work with 100% strength"
2537,01-06-2020,"Lockdown 5.0 opens up Tamil Nadu: Buses can ply, firms to work with 100% strength"
2538,01-06-2020,"Lockdown 5.0 opens up Tamil Nadu: Buses can ply, firms to work with 100% strength"
2539,01-06-2020,Lockdown 5.0 in Rajasthan: Dos and don'ts from today
2540,01-06-2020,Lockdown 5.0 in Rajasthan: Dos and don'ts from today
2541,01-06-2020,Lockdown 5.0 in Rajasthan: Dos and don'ts from today
2542,01-06-2020,Lockdown 5.0 in Rajasthan: Dos and don'ts from today
2543,01-06-2020,"AP records 1,191 Covid-19 cases during fourth stage of lockdown"
2544,01-06-2020,"Maharashtra lifts many curbs, but extends lockdown"
2545,01-06-2020,Lockdown extension or unlock 1.0? J’khand-specific guidelines today
2546,01-06-2020,Lockdown 5
2547,30-07-2020,Susienthiran to helm pandemic thriller with Jai & Bharathirajaa
2548,30-07-2020,No loo in war room for ambulance drivers
2549,30-07-2020,Civil society must act to save poor kids amid floods and pandemic in Bihar
2550,30-07-2020,Lockdown effect: Four flyers spend day outside Kolkata airport terminal
2551,30-07-2020,Guntur agriculture market yard unscathed by lockdown
2552,30-07-2020,"AP: 7-day lockdown in Machilipatnam, cases dip in Krishna district"
2553,30-07-2020,Himachal Pradesh CM assures no lockdown in hill state
2554,30-07-2020,Lockdown brings Kandhamal turmeric trade to grinding halt
2555,30-07-2020,Full lockdown with curfew plan dropped; Four-T programme to control Covid-19 announced
2556,30-07-2020,Pune: Ten-day total lockdown a hurdle on recovery path of real estate
2557,30-07-2020,Rotary Club Green members & caterer booked for lockdown violation
2558,30-07-2020,Traders warn they won’t obey new lockdown
2559,30-07-2020,Telangana: 23 Covid-19 cases force Medak town into lockdown
2560,30-07-2020,Bhopal: Is lockdown a cure for coronavirus spread?
2561,29-07-2020,"Lockdown period sees 23,000 fresh Covid cases in Bihar"
2562,29-07-2020,Cos can’t fight new age war with culture fit for museum
2563,29-07-2020,"NSE platform to allow T-bill, state bond trade"
2564,29-07-2020,Bihar: He wanted to sell kidney to fight lockdown pangs
2565,29-07-2020,Cases in clusters: Collectors may impose localised lockdown in worst Covid-hit areas
2566,29-07-2020,City airport handled 21 flights from abroad during lockdown
2567,29-07-2020,BJP opposes extended lockdown proposal in city
2568,29-07-2020,Covid clusters: Lockdown likely in select Rajasthan areas
2569,29-07-2020,Covid clusters: Lockdown likely in select Rajasthan areas
2570,29-07-2020,Covid clusters: Lockdown likely in select Rajasthan areas
2571,29-07-2020,Covid clusters: Lockdown likely in select Rajasthan areas
2572,29-07-2020,"14,000 traders in Burrabazar textile hub to follow self-imposed lockdown for a week"
2573,29-07-2020,"Unhappy with slow pace of Smart City works, minister directs round the clock work during weekend lockdown"
